Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Mujeres;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2016;378,2
Mujeres;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2015;345,6
Mujeres;09 Cataluña;Segunda etapa de educación secundaria, con orientación general;2014;357,8
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;246,4
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;244,4
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;243,4
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;237,8
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;242,2
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;215,4
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;222,9
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;222,4
Mujeres;09 Cataluña;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;199,9
Mujeres;09 Cataluña;Educación superior;2022;1.174,4
Mujeres;09 Cataluña;Educación superior;2021;1.134,4
Mujeres;09 Cataluña;Educación superior;2020;1.095,9
Mujeres;09 Cataluña;Educación superior;2019;1.082,8
Mujeres;09 Cataluña;Educación superior;2018;1.034,8
Mujeres;09 Cataluña;Educación superior;2017;991,8
Mujeres;09 Cataluña;Educación superior;2016;978,2
Mujeres;09 Cataluña;Educación superior;2015;939,8
Mujeres;09 Cataluña;Educación superior;2014;913,5
Mujeres;10 Comunitat Valenciana;Total;2022;2.197,5
Mujeres;10 Comunitat Valenciana;Total;2021;2.172,2
Mujeres;10 Comunitat Valenciana;Total;2020;2.157,6
Mujeres;10 Comunitat Valenciana;Total;2019;2.135,3
Mujeres;10 Comunitat Valenciana;Total;2018;2.113,3
Mujeres;10 Comunitat Valenciana;Total;2017;2.102,7
Mujeres;10 Comunitat Valenciana;Total;2016;2.092,7
Mujeres;10 Comunitat Valenciana;Total;2015;2.092,3
Mujeres;10 Comunitat Valenciana;Total;2014;2.096,5
Mujeres;10 Comunitat Valenciana;Analfabetos;2022;37,2
Mujeres;10 Comunitat Valenciana;Analfabetos;2021;36,4
Mujeres;10 Comunitat Valenciana;Analfabetos;2020;37,4
Mujeres;10 Comunitat Valenciana;Analfabetos;2019;39,9
Mujeres;10 Comunitat Valenciana;Analfabetos;2018;45,2
Mujeres;10 Comunitat Valenciana;Analfabetos;2017;52,4
Mujeres;10 Comunitat Valenciana;Analfabetos;2016;51,8
Mujeres;10 Comunitat Valenciana;Analfabetos;2015;48
Mujeres;10 Comunitat Valenciana;Analfabetos;2014;51,2
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2022;104,5
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2021;105,4
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2020;119,1
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2019;128,9
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2018;140,8
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2017;135,1
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2016;132,9
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2015;155,9
Mujeres;10 Comunitat Valenciana;Estudios primarios incompletos;2014;163,7
Mujeres;10 Comunitat Valenciana;Educación primaria;2022;200
Mujeres;10 Comunitat Valenciana;Educación primaria;2021;195,6
Mujeres;10 Comunitat Valenciana;Educación primaria;2020;184
Mujeres;10 Comunitat Valenciana;Educación primaria;2019;221
Mujeres;10 Comunitat Valenciana;Educación primaria;2018;233,7
Mujeres;10 Comunitat Valenciana;Educación primaria;2017;251,8
Mujeres;10 Comunitat Valenciana;Educación primaria;2016;245
Mujeres;10 Comunitat Valenciana;Educación primaria;2015;239
Mujeres;10 Comunitat Valenciana;Educación primaria;2014;289,2
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2022;708,3
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2021;650,7
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2020;631,8
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2019;624,9
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2018;610,7
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2017;626
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2016;649,6
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2015;660
Mujeres;10 Comunitat Valenciana;Primera etapa de educación secundaria y similar;2014;624,2
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2022;250,4
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2021;291,8
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2020;302,7
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2019;266,2
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2018;265,6
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2017;280,8
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2016;261,6
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2015;254,8
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria, con orientación general;2014;259,3
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;209,6
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;209,5
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;217,8
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;208,6
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;199,1
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;184,8
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;194,4
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;181,9
Mujeres;10 Comunitat Valenciana;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;186,2
Mujeres;10 Comunitat Valenciana;Educación superior;2022;687,4
Mujeres;10 Comunitat Valenciana;Educación superior;2021;682,8
Mujeres;10 Comunitat Valenciana;Educación superior;2020;664,9
Mujeres;10 Comunitat Valenciana;Educación superior;2019;645,9
Mujeres;10 Comunitat Valenciana;Educación superior;2018;618,1
Mujeres;10 Comunitat Valenciana;Educación superior;2017;571,7
Mujeres;10 Comunitat Valenciana;Educación superior;2016;557,5
Mujeres;10 Comunitat Valenciana;Educación superior;2015;552,7
Mujeres;10 Comunitat Valenciana;Educación superior;2014;522,7
Mujeres;11 Extremadura;Total;2022;452,8
Mujeres;11 Extremadura;Total;2021;451,6
Mujeres;11 Extremadura;Total;2020;452,6
Mujeres;11 Extremadura;Total;2019;452,8
Mujeres;11 Extremadura;Total;2018;453,6
Mujeres;11 Extremadura;Total;2017;456,8
Mujeres;11 Extremadura;Total;2016;459,3
Mujeres;11 Extremadura;Total;2015;460,3
Mujeres;11 Extremadura;Total;2014;461,8
Mujeres;11 Extremadura;Analfabetos;2022;12
Mujeres;11 Extremadura;Analfabetos;2021;13,2
Mujeres;11 Extremadura;Analfabetos;2020;17,8
Mujeres;11 Extremadura;Analfabetos;2019;19,6
Mujeres;11 Extremadura;Analfabetos;2018;17,2
Mujeres;11 Extremadura;Analfabetos;2017;17,9
Mujeres;11 Extremadura;Analfabetos;2016;16,5
Mujeres;11 Extremadura;Analfabetos;2015;18
Mujeres;11 Extremadura;Analfabetos;2014;20,7
Mujeres;11 Extremadura;Estudios primarios incompletos;2022;35,7
Mujeres;11 Extremadura;Estudios primarios incompletos;2021;38
Mujeres;11 Extremadura;Estudios primarios incompletos;2020;38,3
Mujeres;11 Extremadura;Estudios primarios incompletos;2019;41,4
Mujeres;11 Extremadura;Estudios primarios incompletos;2018;48,5
Mujeres;11 Extremadura;Estudios primarios incompletos;2017;54,2
Mujeres;11 Extremadura;Estudios primarios incompletos;2016;52,6
Mujeres;11 Extremadura;Estudios primarios incompletos;2015;54,1
Mujeres;11 Extremadura;Estudios primarios incompletos;2014;59,4
Mujeres;11 Extremadura;Educación primaria;2022;64,5
Mujeres;11 Extremadura;Educación primaria;2021;57,4
Mujeres;11 Extremadura;Educación primaria;2020;65,5
Mujeres;11 Extremadura;Educación primaria;2019;71,3
Mujeres;11 Extremadura;Educación primaria;2018;62,7
Mujeres;11 Extremadura;Educación primaria;2017;56,7
Mujeres;11 Extremadura;Educación primaria;2016;70,4
Mujeres;11 Extremadura;Educación primaria;2015;67,5
Mujeres;11 Extremadura;Educación primaria;2014;59,8
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2022;129,9
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2021;140,3
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2020;135,9
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2019;132
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2018;142,3
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2017;154,6
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2016;147,3
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2015;148
Mujeres;11 Extremadura;Primera etapa de educación secundaria y similar;2014;153,3
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2022;49,2
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2021;50,6
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2020;49,7
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2019;46,5
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2018;48,1
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2017;43,4
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2016;42,4
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2015;44,6
Mujeres;11 Extremadura;Segunda etapa de educación secundaria, con orientación general;2014;45,2
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;38,1
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;36,2
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;39,3
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;37,6
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;32,8
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;32,5
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;33,1
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;29,8
Mujeres;11 Extremadura;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;27,3
Mujeres;11 Extremadura;Educación superior;2022;123,3
Mujeres;11 Extremadura;Educación superior;2021;116
Mujeres;11 Extremadura;Educación superior;2020;106
Mujeres;11 Extremadura;Educación superior;2019;104,6
Mujeres;11 Extremadura;Educación superior;2018;102
Mujeres;11 Extremadura;Educación superior;2017;97,5
Mujeres;11 Extremadura;Educación superior;2016;97,1
Mujeres;11 Extremadura;Educación superior;2015;98,3
Mujeres;11 Extremadura;Educación superior;2014;96,2
Mujeres;12 Galicia;Total;2022;1.221,5
Mujeres;12 Galicia;Total;2021;1.220,9
Mujeres;12 Galicia;Total;2020;1.220,7
Mujeres;12 Galicia;Total;2019;1.218,7
Mujeres;12 Galicia;Total;2018;1.217,8
Mujeres;12 Galicia;Total;2017;1.221,3
Mujeres;12 Galicia;Total;2016;1.225
Mujeres;12 Galicia;Total;2015;1.229,2
Mujeres;12 Galicia;Total;2014;1.234,4
Mujeres;12 Galicia;Analfabetos;2022;13
Mujeres;12 Galicia;Analfabetos;2021;13
Mujeres;12 Galicia;Analfabetos;2020;15,2
Mujeres;12 Galicia;Analfabetos;2019;16,9
Mujeres;12 Galicia;Analfabetos;2018;18,7
Mujeres;12 Galicia;Analfabetos;2017;19,2
Mujeres;12 Galicia;Analfabetos;2016;19
Mujeres;12 Galicia;Analfabetos;2015;19,5
Mujeres;12 Galicia;Analfabetos;2014;22,7
Mujeres;12 Galicia;Estudios primarios incompletos;2022;67,8
Mujeres;12 Galicia;Estudios primarios incompletos;2021;69,1
Mujeres;12 Galicia;Estudios primarios incompletos;2020;73,8
Mujeres;12 Galicia;Estudios primarios incompletos;2019;87,9
Mujeres;12 Galicia;Estudios primarios incompletos;2018;106,7
Mujeres;12 Galicia;Estudios primarios incompletos;2017;113,1
Mujeres;12 Galicia;Estudios primarios incompletos;2016;110,9
Mujeres;12 Galicia;Estudios primarios incompletos;2015;109,5
Mujeres;12 Galicia;Estudios primarios incompletos;2014;103,6
Mujeres;12 Galicia;Educación primaria;2022;125,2
Mujeres;12 Galicia;Educación primaria;2021;140,7
Mujeres;12 Galicia;Educación primaria;2020;157
Mujeres;12 Galicia;Educación primaria;2019;188,2
Mujeres;12 Galicia;Educación primaria;2018;201,9
Mujeres;12 Galicia;Educación primaria;2017;211,9
Mujeres;12 Galicia;Educación primaria;2016;217,9
Mujeres;12 Galicia;Educación primaria;2015;241,7
Mujeres;12 Galicia;Educación primaria;2014;264,3
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2022;382,3
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2021;370,9
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2020;366
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2019;345,9
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2018;326,9
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2017;325,3
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2016;328,8
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2015;323,8
Mujeres;12 Galicia;Primera etapa de educación secundaria y similar;2014;329,6
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2022;142
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2021;149,9
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2020;149
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2019;144,4
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2018;137,7
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2017;126,7
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2016;125,5
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2015;129,1
Mujeres;12 Galicia;Segunda etapa de educación secundaria, con orientación general;2014;123,5
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;86,7
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;86,1
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;85
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;87
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;86,3
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;84,4
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;83,4
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;77,2
Mujeres;12 Galicia;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;74,7
Mujeres;12 Galicia;Educación superior;2022;404,4
Mujeres;12 Galicia;Educación superior;2021;391,2
Mujeres;12 Galicia;Educación superior;2020;374,7
Mujeres;12 Galicia;Educación superior;2019;348,3
Mujeres;12 Galicia;Educación superior;2018;339,6
Mujeres;12 Galicia;Educación superior;2017;340,7
Mujeres;12 Galicia;Educación superior;2016;339,6
Mujeres;12 Galicia;Educación superior;2015;328,3
Mujeres;12 Galicia;Educación superior;2014;316
Mujeres;13 Madrid, Comunidad de;Total;2022;2.982,6
Mujeres;13 Madrid, Comunidad de;Total;2021;2.943,1
Mujeres;13 Madrid, Comunidad de;Total;2020;2.948,2
Mujeres;13 Madrid, Comunidad de;Total;2019;2.904,7
Mujeres;13 Madrid, Comunidad de;Total;2018;2.852,1
Mujeres;13 Madrid, Comunidad de;Total;2017;2.807,7
Mujeres;13 Madrid, Comunidad de;Total;2016;2.779,9
Mujeres;13 Madrid, Comunidad de;Total;2015;2.760,6
Mujeres;13 Madrid, Comunidad de;Total;2014;2.750,2
Mujeres;13 Madrid, Comunidad de;Analfabetos;2022;19,9
Mujeres;13 Madrid, Comunidad de;Analfabetos;2021;24,1
Mujeres;13 Madrid, Comunidad de;Analfabetos;2020;24,4
Mujeres;13 Madrid, Comunidad de;Analfabetos;2019;23
Mujeres;13 Madrid, Comunidad de;Analfabetos;2018;30,4
Mujeres;13 Madrid, Comunidad de;Analfabetos;2017;34,7
Mujeres;13 Madrid, Comunidad de;Analfabetos;2016;31,8
Mujeres;13 Madrid, Comunidad de;Analfabetos;2015;28,3
Mujeres;13 Madrid, Comunidad de;Analfabetos;2014;32,8
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2022;75,2
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2021;90,9
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2020;108,1
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2019;115,6
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2018;111,2
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2017;113,5
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2016;141,4
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2015;161,7
Mujeres;13 Madrid, Comunidad de;Estudios primarios incompletos;2014;162,5
Mujeres;13 Madrid, Comunidad de;Educación primaria;2022;339,7
Mujeres;13 Madrid, Comunidad de;Educación primaria;2021;294,5
Mujeres;13 Madrid, Comunidad de;Educación primaria;2020;302,8
Mujeres;13 Madrid, Comunidad de;Educación primaria;2019;312
Mujeres;13 Madrid, Comunidad de;Educación primaria;2018;324,2
Mujeres;13 Madrid, Comunidad de;Educación primaria;2017;323,2
Mujeres;13 Madrid, Comunidad de;Educación primaria;2016;350,1
Mujeres;13 Madrid, Comunidad de;Educación primaria;2015;323,2
Mujeres;13 Madrid, Comunidad de;Educación primaria;2014;324,5
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2022;584,1
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2021;591,3
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2020;590,4
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2019;594,7
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2018;606,7
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2017;609,9
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2016;579,2
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2015;577,8
Mujeres;13 Madrid, Comunidad de;Primera etapa de educación secundaria y similar;2014;587,9
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2022;554,3
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2021;563,3
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2020;552,7
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2019;548,4
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2018;541
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2017;520,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2016;503,1
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2015;489,2
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria, con orientación general;2014;487,6
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;175,4
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;175,4
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;189,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;176,1
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;172,6
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;157,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;140,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;145,5
Mujeres;13 Madrid, Comunidad de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;143,6
Mujeres;13 Madrid, Comunidad de;Educación superior;2022;1.234
Mujeres;13 Madrid, Comunidad de;Educación superior;2021;1.203,6
Mujeres;13 Madrid, Comunidad de;Educación superior;2020;1.180,3
Mujeres;13 Madrid, Comunidad de;Educación superior;2019;1.135
Mujeres;13 Madrid, Comunidad de;Educación superior;2018;1.066
Mujeres;13 Madrid, Comunidad de;Educación superior;2017;1.048,4
Mujeres;13 Madrid, Comunidad de;Educación superior;2016;1.033,7
Mujeres;13 Madrid, Comunidad de;Educación superior;2015;1.034,8
Mujeres;13 Madrid, Comunidad de;Educación superior;2014;1.011,4
Mujeres;14 Murcia, Región de;Total;2022;630,7
Mujeres;14 Murcia, Región de;Total;2021;625,7
Mujeres;14 Murcia, Región de;Total;2020;619,4
Mujeres;14 Murcia, Región de;Total;2019;612,5
Mujeres;14 Murcia, Región de;Total;2018;603,8
Mujeres;14 Murcia, Región de;Total;2017;599,3
Mujeres;14 Murcia, Región de;Total;2016;595,8
Mujeres;14 Murcia, Región de;Total;2015;593,9
Mujeres;14 Murcia, Región de;Total;2014;593
Mujeres;14 Murcia, Región de;Analfabetos;2022;19,3
Mujeres;14 Murcia, Región de;Analfabetos;2021;18,9
Mujeres;14 Murcia, Región de;Analfabetos;2020;18,4
Mujeres;14 Murcia, Región de;Analfabetos;2019;22,1
Mujeres;14 Murcia, Región de;Analfabetos;2018;20,7
Mujeres;14 Murcia, Región de;Analfabetos;2017;22,3
Mujeres;14 Murcia, Región de;Analfabetos;2016;26,6
Mujeres;14 Murcia, Región de;Analfabetos;2015;28,7
Mujeres;14 Murcia, Región de;Analfabetos;2014;28,4
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2022;43,2
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2021;38,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2020;42,1
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2019;44,3
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2018;48
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2017;48
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2016;55,7
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2015;60,8
Mujeres;14 Murcia, Región de;Estudios primarios incompletos;2014;57,9
Mujeres;14 Murcia, Región de;Educación primaria;2022;54,3
Mujeres;14 Murcia, Región de;Educación primaria;2021;56,2
Mujeres;14 Murcia, Región de;Educación primaria;2020;62,1
Mujeres;14 Murcia, Región de;Educación primaria;2019;62,3
Mujeres;14 Murcia, Región de;Educación primaria;2018;60,8
Mujeres;14 Murcia, Región de;Educación primaria;2017;73,9
Mujeres;14 Murcia, Región de;Educación primaria;2016;74,6
Mujeres;14 Murcia, Región de;Educación primaria;2015;77,8
Mujeres;14 Murcia, Región de;Educación primaria;2014;87,9
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2022;208,3
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2021;205,8
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2020;190,2
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2019;190,8
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2018;192,3
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2017;187,3
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2016;179,7
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2015;169,2
Mujeres;14 Murcia, Región de;Primera etapa de educación secundaria y similar;2014;167,2
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2022;76
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2021;73,3
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2020;72,7
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2019;73
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2018;75,9
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2017;71,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2016;67,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2015;74,1
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria, con orientación general;2014;73,8
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;57,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;52,4
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;55,7
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;55,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;52,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;50,6
Mujeres;14 Murcia, Región de;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;53,5
