Edad simple;Comunidades y ciudades autónomas;Sexo;Periodo;Total
95 años;08 Castilla - La Mancha;Mujeres;2020;1.355
95 años;08 Castilla - La Mancha;Mujeres;2019;1.286
95 años;08 Castilla - La Mancha;Mujeres;2018;1.210
95 años;08 Castilla - La Mancha;Mujeres;2017;1.156
95 años;08 Castilla - La Mancha;Mujeres;2016;1.084
95 años;08 Castilla - La Mancha;Mujeres;2015;889
95 años;08 Castilla - La Mancha;Mujeres;2014;915
95 años;08 Castilla - La Mancha;Mujeres;2013;820
95 años;09 Cataluña;Total;2021;6.424
95 años;09 Cataluña;Total;2020;6.552
95 años;09 Cataluña;Total;2019;6.089
95 años;09 Cataluña;Total;2018;6.073
95 años;09 Cataluña;Total;2017;5.599
95 años;09 Cataluña;Total;2016;5.278
95 años;09 Cataluña;Total;2015;4.510
95 años;09 Cataluña;Total;2014;4.371
95 años;09 Cataluña;Total;2013;3.986
95 años;09 Cataluña;Hombres;2021;1.601
95 años;09 Cataluña;Hombres;2020;1.643
95 años;09 Cataluña;Hombres;2019;1.489
95 años;09 Cataluña;Hombres;2018;1.495
95 años;09 Cataluña;Hombres;2017;1.370
95 años;09 Cataluña;Hombres;2016;1.296
95 años;09 Cataluña;Hombres;2015;987
95 años;09 Cataluña;Hombres;2014;1.009
95 años;09 Cataluña;Hombres;2013;912
95 años;09 Cataluña;Mujeres;2021;4.823
95 años;09 Cataluña;Mujeres;2020;4.909
95 años;09 Cataluña;Mujeres;2019;4.600
95 años;09 Cataluña;Mujeres;2018;4.578
95 años;09 Cataluña;Mujeres;2017;4.229
95 años;09 Cataluña;Mujeres;2016;3.982
95 años;09 Cataluña;Mujeres;2015;3.523
95 años;09 Cataluña;Mujeres;2014;3.362
95 años;09 Cataluña;Mujeres;2013;3.074
95 años;10 Comunitat Valenciana;Total;2021;3.412
95 años;10 Comunitat Valenciana;Total;2020;3.224
95 años;10 Comunitat Valenciana;Total;2019;3.076
95 años;10 Comunitat Valenciana;Total;2018;3.086
95 años;10 Comunitat Valenciana;Total;2017;2.877
95 años;10 Comunitat Valenciana;Total;2016;2.561
95 años;10 Comunitat Valenciana;Total;2015;2.354
95 años;10 Comunitat Valenciana;Total;2014;2.190
95 años;10 Comunitat Valenciana;Total;2013;2.039
95 años;10 Comunitat Valenciana;Hombres;2021;934
95 años;10 Comunitat Valenciana;Hombres;2020;880
95 años;10 Comunitat Valenciana;Hombres;2019;809
95 años;10 Comunitat Valenciana;Hombres;2018;779
95 años;10 Comunitat Valenciana;Hombres;2017;768
95 años;10 Comunitat Valenciana;Hombres;2016;676
95 años;10 Comunitat Valenciana;Hombres;2015;633
95 años;10 Comunitat Valenciana;Hombres;2014;525
95 años;10 Comunitat Valenciana;Hombres;2013;515
95 años;10 Comunitat Valenciana;Mujeres;2021;2.478
95 años;10 Comunitat Valenciana;Mujeres;2020;2.344
95 años;10 Comunitat Valenciana;Mujeres;2019;2.267
95 años;10 Comunitat Valenciana;Mujeres;2018;2.307
95 años;10 Comunitat Valenciana;Mujeres;2017;2.109
95 años;10 Comunitat Valenciana;Mujeres;2016;1.885
95 años;10 Comunitat Valenciana;Mujeres;2015;1.721
95 años;10 Comunitat Valenciana;Mujeres;2014;1.665
95 años;10 Comunitat Valenciana;Mujeres;2013;1.524
95 años;11 Extremadura;Total;2021;1.034
95 años;11 Extremadura;Total;2020;978
95 años;11 Extremadura;Total;2019;905
95 años;11 Extremadura;Total;2018;834
95 años;11 Extremadura;Total;2017;812
95 años;11 Extremadura;Total;2016;720
95 años;11 Extremadura;Total;2015;668
95 años;11 Extremadura;Total;2014;621
95 años;11 Extremadura;Total;2013;617
95 años;11 Extremadura;Hombres;2021;294
95 años;11 Extremadura;Hombres;2020;280
95 años;11 Extremadura;Hombres;2019;262
95 años;11 Extremadura;Hombres;2018;223
95 años;11 Extremadura;Hombres;2017;251
95 años;11 Extremadura;Hombres;2016;194
95 años;11 Extremadura;Hombres;2015;182
95 años;11 Extremadura;Hombres;2014;165
95 años;11 Extremadura;Hombres;2013;154
95 años;11 Extremadura;Mujeres;2021;740
95 años;11 Extremadura;Mujeres;2020;698
95 años;11 Extremadura;Mujeres;2019;643
95 años;11 Extremadura;Mujeres;2018;611
95 años;11 Extremadura;Mujeres;2017;561
95 años;11 Extremadura;Mujeres;2016;526
95 años;11 Extremadura;Mujeres;2015;486
95 años;11 Extremadura;Mujeres;2014;456
95 años;11 Extremadura;Mujeres;2013;463
95 años;12 Galicia;Total;2021;3.438
95 años;12 Galicia;Total;2020;3.291
95 años;12 Galicia;Total;2019;3.335
95 años;12 Galicia;Total;2018;3.175
95 años;12 Galicia;Total;2017;2.823
95 años;12 Galicia;Total;2016;2.792
95 años;12 Galicia;Total;2015;2.513
95 años;12 Galicia;Total;2014;2.479
95 años;12 Galicia;Total;2013;2.299
95 años;12 Galicia;Hombres;2021;899
95 años;12 Galicia;Hombres;2020;832
95 años;12 Galicia;Hombres;2019;910
95 años;12 Galicia;Hombres;2018;808
95 años;12 Galicia;Hombres;2017;773
95 años;12 Galicia;Hombres;2016;698
95 años;12 Galicia;Hombres;2015;654
95 años;12 Galicia;Hombres;2014;592
95 años;12 Galicia;Hombres;2013;556
95 años;12 Galicia;Mujeres;2021;2.539
95 años;12 Galicia;Mujeres;2020;2.459
95 años;12 Galicia;Mujeres;2019;2.425
95 años;12 Galicia;Mujeres;2018;2.367
95 años;12 Galicia;Mujeres;2017;2.050
95 años;12 Galicia;Mujeres;2016;2.094
95 años;12 Galicia;Mujeres;2015;1.859
95 años;12 Galicia;Mujeres;2014;1.887
95 años;12 Galicia;Mujeres;2013;1.743
95 años;13 Madrid, Comunidad de;Total;2021;5.173
95 años;13 Madrid, Comunidad de;Total;2020;5.461
95 años;13 Madrid, Comunidad de;Total;2019;5.079
95 años;13 Madrid, Comunidad de;Total;2018;5.026
95 años;13 Madrid, Comunidad de;Total;2017;4.578
95 años;13 Madrid, Comunidad de;Total;2016;4.197
95 años;13 Madrid, Comunidad de;Total;2015;3.708
95 años;13 Madrid, Comunidad de;Total;2014;3.443
95 años;13 Madrid, Comunidad de;Total;2013;3.214
95 años;13 Madrid, Comunidad de;Hombres;2021;1.253
95 años;13 Madrid, Comunidad de;Hombres;2020;1.352
95 años;13 Madrid, Comunidad de;Hombres;2019;1.257
95 años;13 Madrid, Comunidad de;Hombres;2018;1.159
95 años;13 Madrid, Comunidad de;Hombres;2017;1.056
95 años;13 Madrid, Comunidad de;Hombres;2016;943
95 años;13 Madrid, Comunidad de;Hombres;2015;870
95 años;13 Madrid, Comunidad de;Hombres;2014;749
95 años;13 Madrid, Comunidad de;Hombres;2013;661
95 años;13 Madrid, Comunidad de;Mujeres;2021;3.920
95 años;13 Madrid, Comunidad de;Mujeres;2020;4.109
95 años;13 Madrid, Comunidad de;Mujeres;2019;3.822
95 años;13 Madrid, Comunidad de;Mujeres;2018;3.867
95 años;13 Madrid, Comunidad de;Mujeres;2017;3.522
95 años;13 Madrid, Comunidad de;Mujeres;2016;3.254
95 años;13 Madrid, Comunidad de;Mujeres;2015;2.838
95 años;13 Madrid, Comunidad de;Mujeres;2014;2.694
95 años;13 Madrid, Comunidad de;Mujeres;2013;2.553
95 años;14 Murcia, Región de;Total;2021;808
95 años;14 Murcia, Región de;Total;2020;773
95 años;14 Murcia, Región de;Total;2019;677
95 años;14 Murcia, Región de;Total;2018;727
95 años;14 Murcia, Región de;Total;2017;622
95 años;14 Murcia, Región de;Total;2016;495
95 años;14 Murcia, Región de;Total;2015;531
95 años;14 Murcia, Región de;Total;2014;503
95 años;14 Murcia, Región de;Total;2013;441
95 años;14 Murcia, Región de;Hombres;2021;226
95 años;14 Murcia, Región de;Hombres;2020;228
95 años;14 Murcia, Región de;Hombres;2019;194
95 años;14 Murcia, Región de;Hombres;2018;200
95 años;14 Murcia, Región de;Hombres;2017;193
95 años;14 Murcia, Región de;Hombres;2016;151
95 años;14 Murcia, Región de;Hombres;2015;144
95 años;14 Murcia, Región de;Hombres;2014;137
95 años;14 Murcia, Región de;Hombres;2013;127
95 años;14 Murcia, Región de;Mujeres;2021;582
95 años;14 Murcia, Región de;Mujeres;2020;545
95 años;14 Murcia, Región de;Mujeres;2019;483
95 años;14 Murcia, Región de;Mujeres;2018;527
95 años;14 Murcia, Región de;Mujeres;2017;429
95 años;14 Murcia, Región de;Mujeres;2016;344
95 años;14 Murcia, Región de;Mujeres;2015;387
95 años;14 Murcia, Región de;Mujeres;2014;366
95 años;14 Murcia, Región de;Mujeres;2013;314
95 años;15 Navarra, Comunidad Foral de;Total;2021;656
95 años;15 Navarra, Comunidad Foral de;Total;2020;654
95 años;15 Navarra, Comunidad Foral de;Total;2019;612
95 años;15 Navarra, Comunidad Foral de;Total;2018;664
95 años;15 Navarra, Comunidad Foral de;Total;2017;572
95 años;15 Navarra, Comunidad Foral de;Total;2016;558
95 años;15 Navarra, Comunidad Foral de;Total;2015;438
95 años;15 Navarra, Comunidad Foral de;Total;2014;459
95 años;15 Navarra, Comunidad Foral de;Total;2013;404
95 años;15 Navarra, Comunidad Foral de;Hombres;2021;142
95 años;15 Navarra, Comunidad Foral de;Hombres;2020;167
95 años;15 Navarra, Comunidad Foral de;Hombres;2019;160
95 años;15 Navarra, Comunidad Foral de;Hombres;2018;159
95 años;15 Navarra, Comunidad Foral de;Hombres;2017;145
95 años;15 Navarra, Comunidad Foral de;Hombres;2016;151
95 años;15 Navarra, Comunidad Foral de;Hombres;2015;110
95 años;15 Navarra, Comunidad Foral de;Hombres;2014;105
95 años;15 Navarra, Comunidad Foral de;Hombres;2013;87
95 años;15 Navarra, Comunidad Foral de;Mujeres;2021;514
95 años;15 Navarra, Comunidad Foral de;Mujeres;2020;487
95 años;15 Navarra, Comunidad Foral de;Mujeres;2019;452
95 años;15 Navarra, Comunidad Foral de;Mujeres;2018;505
95 años;15 Navarra, Comunidad Foral de;Mujeres;2017;427
95 años;15 Navarra, Comunidad Foral de;Mujeres;2016;407
95 años;15 Navarra, Comunidad Foral de;Mujeres;2015;328
95 años;15 Navarra, Comunidad Foral de;Mujeres;2014;354
95 años;15 Navarra, Comunidad Foral de;Mujeres;2013;317
95 años;16 País Vasco;Total;2021;2.292
95 años;16 País Vasco;Total;2020;2.242
95 años;16 País Vasco;Total;2019;2.121
95 años;16 País Vasco;Total;2018;1.922
95 años;16 País Vasco;Total;2017;1.812
95 años;16 País Vasco;Total;2016;1.686
95 años;16 País Vasco;Total;2015;1.411
95 años;16 País Vasco;Total;2014;1.377
95 años;16 País Vasco;Total;2013;1.326
95 años;16 País Vasco;Hombres;2021;498
95 años;16 País Vasco;Hombres;2020;453
95 años;16 País Vasco;Hombres;2019;454
95 años;16 País Vasco;Hombres;2018;430
95 años;16 País Vasco;Hombres;2017;390
95 años;16 País Vasco;Hombres;2016;350
95 años;16 País Vasco;Hombres;2015;288
95 años;16 País Vasco;Hombres;2014;263
95 años;16 País Vasco;Hombres;2013;243
95 años;16 País Vasco;Mujeres;2021;1.794
95 años;16 País Vasco;Mujeres;2020;1.789
95 años;16 País Vasco;Mujeres;2019;1.667
95 años;16 País Vasco;Mujeres;2018;1.492
95 años;16 País Vasco;Mujeres;2017;1.422
95 años;16 País Vasco;Mujeres;2016;1.336
95 años;16 País Vasco;Mujeres;2015;1.123
95 años;16 País Vasco;Mujeres;2014;1.114
95 años;16 País Vasco;Mujeres;2013;1.083
95 años;17 Rioja, La;Total;2021;343
95 años;17 Rioja, La;Total;2020;394
95 años;17 Rioja, La;Total;2019;355
95 años;17 Rioja, La;Total;2018;346
95 años;17 Rioja, La;Total;2017;345
95 años;17 Rioja, La;Total;2016;260
95 años;17 Rioja, La;Total;2015;275
95 años;17 Rioja, La;Total;2014;223
95 años;17 Rioja, La;Total;2013;206
95 años;17 Rioja, La;Hombres;2021;83
95 años;17 Rioja, La;Hombres;2020;108
95 años;17 Rioja, La;Hombres;2019;105
95 años;17 Rioja, La;Hombres;2018;82
95 años;17 Rioja, La;Hombres;2017;86
95 años;17 Rioja, La;Hombres;2016;61
95 años;17 Rioja, La;Hombres;2015;68
95 años;17 Rioja, La;Hombres;2014;47
95 años;17 Rioja, La;Hombres;2013;63
95 años;17 Rioja, La;Mujeres;2021;260
95 años;17 Rioja, La;Mujeres;2020;286
95 años;17 Rioja, La;Mujeres;2019;250
95 años;17 Rioja, La;Mujeres;2018;264
95 años;17 Rioja, La;Mujeres;2017;259
95 años;17 Rioja, La;Mujeres;2016;199
95 años;17 Rioja, La;Mujeres;2015;207
95 años;17 Rioja, La;Mujeres;2014;176
95 años;17 Rioja, La;Mujeres;2013;143
95 años;18 Ceuta;Total;2021;22
95 años;18 Ceuta;Total;2020;21
95 años;18 Ceuta;Total;2019;27
95 años;18 Ceuta;Total;2018;20
95 años;18 Ceuta;Total;2017;20
95 años;18 Ceuta;Total;2016;19
95 años;18 Ceuta;Total;2015;24
95 años;18 Ceuta;Total;2014;17
95 años;18 Ceuta;Total;2013;10
95 años;18 Ceuta;Hombres;2021;3
95 años;18 Ceuta;Hombres;2020;7
95 años;18 Ceuta;Hombres;2019;9
95 años;18 Ceuta;Hombres;2018;7
95 años;18 Ceuta;Hombres;2017;6
95 años;18 Ceuta;Hombres;2016;8
95 años;18 Ceuta;Hombres;2015;7
95 años;18 Ceuta;Hombres;2014;3
95 años;18 Ceuta;Hombres;2013;2
95 años;18 Ceuta;Mujeres;2021;19
95 años;18 Ceuta;Mujeres;2020;14
95 años;18 Ceuta;Mujeres;2019;18
95 años;18 Ceuta;Mujeres;2018;13
95 años;18 Ceuta;Mujeres;2017;14
95 años;18 Ceuta;Mujeres;2016;11
95 años;18 Ceuta;Mujeres;2015;17
95 años;18 Ceuta;Mujeres;2014;14
95 años;18 Ceuta;Mujeres;2013;8
95 años;19 Melilla;Total;2021;27
95 años;19 Melilla;Total;2020;27
95 años;19 Melilla;Total;2019;23
95 años;19 Melilla;Total;2018;18
95 años;19 Melilla;Total;2017;22
95 años;19 Melilla;Total;2016;21
95 años;19 Melilla;Total;2015;17
95 años;19 Melilla;Total;2014;16
95 años;19 Melilla;Total;2013;18
95 años;19 Melilla;Hombres;2021;8
95 años;19 Melilla;Hombres;2020;10
95 años;19 Melilla;Hombres;2019;4
95 años;19 Melilla;Hombres;2018;0
95 años;19 Melilla;Hombres;2017;6
95 años;19 Melilla;Hombres;2016;4
95 años;19 Melilla;Hombres;2015;2
95 años;19 Melilla;Hombres;2014;5
95 años;19 Melilla;Hombres;2013;3
95 años;19 Melilla;Mujeres;2021;19
95 años;19 Melilla;Mujeres;2020;17
95 años;19 Melilla;Mujeres;2019;19
95 años;19 Melilla;Mujeres;2018;18
95 años;19 Melilla;Mujeres;2017;16
95 años;19 Melilla;Mujeres;2016;17
95 años;19 Melilla;Mujeres;2015;15
95 años;19 Melilla;Mujeres;2014;11
95 años;19 Melilla;Mujeres;2013;15
96 años;Total Nacional;Total;2021;29.037
96 años;Total Nacional;Total;2020;28.644
96 años;Total Nacional;Total;2019;27.545
96 años;Total Nacional;Total;2018;25.193
96 años;Total Nacional;Total;2017;24.009
96 años;Total Nacional;Total;2016;20.378
96 años;Total Nacional;Total;2015;20.090
96 años;Total Nacional;Total;2014;18.602
96 años;Total Nacional;Total;2013;17.829
96 años;Total Nacional;Hombres;2021;7.250
96 años;Total Nacional;Hombres;2020;7.307
96 años;Total Nacional;Hombres;2019;6.815
96 años;Total Nacional;Hombres;2018;6.328
96 años;Total Nacional;Hombres;2017;5.948
96 años;Total Nacional;Hombres;2016;4.915
96 años;Total Nacional;Hombres;2015;4.676
96 años;Total Nacional;Hombres;2014;4.327
96 años;Total Nacional;Hombres;2013;4.238
96 años;Total Nacional;Mujeres;2021;21.787
96 años;Total Nacional;Mujeres;2020;21.337
96 años;Total Nacional;Mujeres;2019;20.730
96 años;Total Nacional;Mujeres;2018;18.865
96 años;Total Nacional;Mujeres;2017;18.061
96 años;Total Nacional;Mujeres;2016;15.463
96 años;Total Nacional;Mujeres;2015;15.414
96 años;Total Nacional;Mujeres;2014;14.275
96 años;Total Nacional;Mujeres;2013;13.591
96 años;01 Andalucía;Total;2021;3.302
96 años;01 Andalucía;Total;2020;3.132
96 años;01 Andalucía;Total;2019;3.102
96 años;01 Andalucía;Total;2018;2.807
96 años;01 Andalucía;Total;2017;2.721
96 años;01 Andalucía;Total;2016;2.213
96 años;01 Andalucía;Total;2015;2.206
96 años;01 Andalucía;Total;2014;2.083
96 años;01 Andalucía;Total;2013;1.974
96 años;01 Andalucía;Hombres;2021;864
96 años;01 Andalucía;Hombres;2020;830
96 años;01 Andalucía;Hombres;2019;810
96 años;01 Andalucía;Hombres;2018;763
96 años;01 Andalucía;Hombres;2017;723
96 años;01 Andalucía;Hombres;2016;580
96 años;01 Andalucía;Hombres;2015;563
96 años;01 Andalucía;Hombres;2014;540
96 años;01 Andalucía;Hombres;2013;493
96 años;01 Andalucía;Mujeres;2021;2.438
96 años;01 Andalucía;Mujeres;2020;2.302
96 años;01 Andalucía;Mujeres;2019;2.292
96 años;01 Andalucía;Mujeres;2018;2.044
96 años;01 Andalucía;Mujeres;2017;1.998
96 años;01 Andalucía;Mujeres;2016;1.633
96 años;01 Andalucía;Mujeres;2015;1.643
96 años;01 Andalucía;Mujeres;2014;1.543
96 años;01 Andalucía;Mujeres;2013;1.481
96 años;02 Aragón;Total;2021;1.162
96 años;02 Aragón;Total;2020;1.194
96 años;02 Aragón;Total;2019;1.142
96 años;02 Aragón;Total;2018;1.072
96 años;02 Aragón;Total;2017;995
96 años;02 Aragón;Total;2016;799
96 años;02 Aragón;Total;2015;813
96 años;02 Aragón;Total;2014;728
96 años;02 Aragón;Total;2013;660
96 años;02 Aragón;Hombres;2021;307
96 años;02 Aragón;Hombres;2020;325
96 años;02 Aragón;Hombres;2019;302
96 años;02 Aragón;Hombres;2018;286
96 años;02 Aragón;Hombres;2017;235
96 años;02 Aragón;Hombres;2016;184
96 años;02 Aragón;Hombres;2015;183
96 años;02 Aragón;Hombres;2014;158
96 años;02 Aragón;Hombres;2013;159
96 años;02 Aragón;Mujeres;2021;855
96 años;02 Aragón;Mujeres;2020;869
96 años;02 Aragón;Mujeres;2019;840
96 años;02 Aragón;Mujeres;2018;786
96 años;02 Aragón;Mujeres;2017;760
96 años;02 Aragón;Mujeres;2016;615
96 años;02 Aragón;Mujeres;2015;630
96 años;02 Aragón;Mujeres;2014;570
96 años;02 Aragón;Mujeres;2013;501
96 años;03 Asturias, Principado de;Total;2021;1.049
96 años;03 Asturias, Principado de;Total;2020;954
96 años;03 Asturias, Principado de;Total;2019;944
96 años;03 Asturias, Principado de;Total;2018;802
96 años;03 Asturias, Principado de;Total;2017;793
96 años;03 Asturias, Principado de;Total;2016;700
96 años;03 Asturias, Principado de;Total;2015;671
96 años;03 Asturias, Principado de;Total;2014;589
96 años;03 Asturias, Principado de;Total;2013;614
96 años;03 Asturias, Principado de;Hombres;2021;232
96 años;03 Asturias, Principado de;Hombres;2020;217
96 años;03 Asturias, Principado de;Hombres;2019;198
96 años;03 Asturias, Principado de;Hombres;2018;183
96 años;03 Asturias, Principado de;Hombres;2017;181
96 años;03 Asturias, Principado de;Hombres;2016;167
96 años;03 Asturias, Principado de;Hombres;2015;145
96 años;03 Asturias, Principado de;Hombres;2014;115
96 años;03 Asturias, Principado de;Hombres;2013;116
96 años;03 Asturias, Principado de;Mujeres;2021;817
96 años;03 Asturias, Principado de;Mujeres;2020;737
96 años;03 Asturias, Principado de;Mujeres;2019;746
96 años;03 Asturias, Principado de;Mujeres;2018;619
96 años;03 Asturias, Principado de;Mujeres;2017;612
96 años;03 Asturias, Principado de;Mujeres;2016;533
96 años;03 Asturias, Principado de;Mujeres;2015;526
96 años;03 Asturias, Principado de;Mujeres;2014;474
96 años;03 Asturias, Principado de;Mujeres;2013;498
96 años;04 Balears, Illes;Total;2021;515
96 años;04 Balears, Illes;Total;2020;479
96 años;04 Balears, Illes;Total;2019;482
96 años;04 Balears, Illes;Total;2018;434
96 años;04 Balears, Illes;Total;2017;463
96 años;04 Balears, Illes;Total;2016;376
96 años;04 Balears, Illes;Total;2015;404
96 años;04 Balears, Illes;Total;2014;334
96 años;04 Balears, Illes;Total;2013;344
96 años;04 Balears, Illes;Hombres;2021;142
96 años;04 Balears, Illes;Hombres;2020;127
96 años;04 Balears, Illes;Hombres;2019;114
96 años;04 Balears, Illes;Hombres;2018;106
96 años;04 Balears, Illes;Hombres;2017;120
96 años;04 Balears, Illes;Hombres;2016;100
96 años;04 Balears, Illes;Hombres;2015;99
96 años;04 Balears, Illes;Hombres;2014;80
96 años;04 Balears, Illes;Hombres;2013;91
96 años;04 Balears, Illes;Mujeres;2021;373
96 años;04 Balears, Illes;Mujeres;2020;352
96 años;04 Balears, Illes;Mujeres;2019;368
96 años;04 Balears, Illes;Mujeres;2018;328
96 años;04 Balears, Illes;Mujeres;2017;343
96 años;04 Balears, Illes;Mujeres;2016;276
96 años;04 Balears, Illes;Mujeres;2015;305
96 años;04 Balears, Illes;Mujeres;2014;254
96 años;04 Balears, Illes;Mujeres;2013;253
96 años;05 Canarias;Total;2021;754
96 años;05 Canarias;Total;2020;694
96 años;05 Canarias;Total;2019;654
96 años;05 Canarias;Total;2018;622
96 años;05 Canarias;Total;2017;594
96 años;05 Canarias;Total;2016;522
96 años;05 Canarias;Total;2015;548
96 años;05 Canarias;Total;2014;570
96 años;05 Canarias;Total;2013;513
96 años;05 Canarias;Hombres;2021;213
96 años;05 Canarias;Hombres;2020;193
96 años;05 Canarias;Hombres;2019;175
96 años;05 Canarias;Hombres;2018;176
96 años;05 Canarias;Hombres;2017;185
96 años;05 Canarias;Hombres;2016;141
96 años;05 Canarias;Hombres;2015;170
96 años;05 Canarias;Hombres;2014;160
96 años;05 Canarias;Hombres;2013;139
96 años;05 Canarias;Mujeres;2021;541
96 años;05 Canarias;Mujeres;2020;501
96 años;05 Canarias;Mujeres;2019;479
96 años;05 Canarias;Mujeres;2018;446
96 años;05 Canarias;Mujeres;2017;409
96 años;05 Canarias;Mujeres;2016;381
96 años;05 Canarias;Mujeres;2015;378
96 años;05 Canarias;Mujeres;2014;410
96 años;05 Canarias;Mujeres;2013;374
96 años;06 Cantabria;Total;2021;510
96 años;06 Cantabria;Total;2020;490
96 años;06 Cantabria;Total;2019;406
96 años;06 Cantabria;Total;2018;423
96 años;06 Cantabria;Total;2017;397
96 años;06 Cantabria;Total;2016;346
96 años;06 Cantabria;Total;2015;383
96 años;06 Cantabria;Total;2014;340
96 años;06 Cantabria;Total;2013;306
96 años;06 Cantabria;Hombres;2021;98
96 años;06 Cantabria;Hombres;2020;112
96 años;06 Cantabria;Hombres;2019;87
96 años;06 Cantabria;Hombres;2018;101
96 años;06 Cantabria;Hombres;2017;82
96 años;06 Cantabria;Hombres;2016;80
96 años;06 Cantabria;Hombres;2015;83
96 años;06 Cantabria;Hombres;2014;73
96 años;06 Cantabria;Hombres;2013;59
96 años;06 Cantabria;Mujeres;2021;412
96 años;06 Cantabria;Mujeres;2020;378
96 años;06 Cantabria;Mujeres;2019;319
96 años;06 Cantabria;Mujeres;2018;322
96 años;06 Cantabria;Mujeres;2017;315
96 años;06 Cantabria;Mujeres;2016;266
96 años;06 Cantabria;Mujeres;2015;300
96 años;06 Cantabria;Mujeres;2014;267
96 años;06 Cantabria;Mujeres;2013;247
96 años;07 Castilla y León;Total;2021;2.914
96 años;07 Castilla y León;Total;2020;3.016
96 años;07 Castilla y León;Total;2019;2.893
96 años;07 Castilla y León;Total;2018;2.592
96 años;07 Castilla y León;Total;2017;2.359
96 años;07 Castilla y León;Total;2016;1.867
96 años;07 Castilla y León;Total;2015;1.917
96 años;07 Castilla y León;Total;2014;1.785
96 años;07 Castilla y León;Total;2013;1.783
96 años;07 Castilla y León;Hombres;2021;784
96 años;07 Castilla y León;Hombres;2020;830
96 años;07 Castilla y León;Hombres;2019;786
96 años;07 Castilla y León;Hombres;2018;700
96 años;07 Castilla y León;Hombres;2017;638
96 años;07 Castilla y León;Hombres;2016;479
96 años;07 Castilla y León;Hombres;2015;434
96 años;07 Castilla y León;Hombres;2014;470
96 años;07 Castilla y León;Hombres;2013;448
96 años;07 Castilla y León;Mujeres;2021;2.130
96 años;07 Castilla y León;Mujeres;2020;2.186
96 años;07 Castilla y León;Mujeres;2019;2.107
96 años;07 Castilla y León;Mujeres;2018;1.892
96 años;07 Castilla y León;Mujeres;2017;1.721
96 años;07 Castilla y León;Mujeres;2016;1.388
96 años;07 Castilla y León;Mujeres;2015;1.483
96 años;07 Castilla y León;Mujeres;2014;1.315
96 años;07 Castilla y León;Mujeres;2013;1.335
96 años;08 Castilla - La Mancha;Total;2021;1.410
96 años;08 Castilla - La Mancha;Total;2020;1.454
96 años;08 Castilla - La Mancha;Total;2019;1.346
96 años;08 Castilla - La Mancha;Total;2018;1.257
96 años;08 Castilla - La Mancha;Total;2017;1.149
96 años;08 Castilla - La Mancha;Total;2016;967
96 años;08 Castilla - La Mancha;Total;2015;962
96 años;08 Castilla - La Mancha;Total;2014;877
96 años;08 Castilla - La Mancha;Total;2013;892
96 años;08 Castilla - La Mancha;Hombres;2021;418
96 años;08 Castilla - La Mancha;Hombres;2020;455
96 años;08 Castilla - La Mancha;Hombres;2019;431
96 años;08 Castilla - La Mancha;Hombres;2018;341
96 años;08 Castilla - La Mancha;Hombres;2017;319
96 años;08 Castilla - La Mancha;Hombres;2016;267
96 años;08 Castilla - La Mancha;Hombres;2015;268
96 años;08 Castilla - La Mancha;Hombres;2014;227
96 años;08 Castilla - La Mancha;Hombres;2013;249
96 años;08 Castilla - La Mancha;Mujeres;2021;992
96 años;08 Castilla - La Mancha;Mujeres;2020;999
96 años;08 Castilla - La Mancha;Mujeres;2019;915
96 años;08 Castilla - La Mancha;Mujeres;2018;916
96 años;08 Castilla - La Mancha;Mujeres;2017;830
96 años;08 Castilla - La Mancha;Mujeres;2016;700
96 años;08 Castilla - La Mancha;Mujeres;2015;694
96 años;08 Castilla - La Mancha;Mujeres;2014;650
96 años;08 Castilla - La Mancha;Mujeres;2013;643
96 años;09 Cataluña;Total;2021;4.789
96 años;09 Cataluña;Total;2020;4.748
96 años;09 Cataluña;Total;2019;4.528
96 años;09 Cataluña;Total;2018;4.219
96 años;09 Cataluña;Total;2017;4.131
96 años;09 Cataluña;Total;2016;3.445
96 años;09 Cataluña;Total;2015;3.385
96 años;09 Cataluña;Total;2014;3.127
96 años;09 Cataluña;Total;2013;2.906
96 años;09 Cataluña;Hombres;2021;1.142
96 años;09 Cataluña;Hombres;2020;1.108
96 años;09 Cataluña;Hombres;2019;1.099
96 años;09 Cataluña;Hombres;2018;971
96 años;09 Cataluña;Hombres;2017;981
96 años;09 Cataluña;Hombres;2016;716
96 años;09 Cataluña;Hombres;2015;762
96 años;09 Cataluña;Hombres;2014;693
96 años;09 Cataluña;Hombres;2013;660
96 años;09 Cataluña;Mujeres;2021;3.647
96 años;09 Cataluña;Mujeres;2020;3.640
96 años;09 Cataluña;Mujeres;2019;3.429
96 años;09 Cataluña;Mujeres;2018;3.248
96 años;09 Cataluña;Mujeres;2017;3.150
96 años;09 Cataluña;Mujeres;2016;2.729
96 años;09 Cataluña;Mujeres;2015;2.623
96 años;09 Cataluña;Mujeres;2014;2.434
96 años;09 Cataluña;Mujeres;2013;2.246
96 años;10 Comunitat Valenciana;Total;2021;2.389
96 años;10 Comunitat Valenciana;Total;2020;2.367
96 años;10 Comunitat Valenciana;Total;2019;2.246
96 años;10 Comunitat Valenciana;Total;2018;2.133
96 años;10 Comunitat Valenciana;Total;2017;1.971
96 años;10 Comunitat Valenciana;Total;2016;1.777
96 años;10 Comunitat Valenciana;Total;2015;1.630
96 años;10 Comunitat Valenciana;Total;2014;1.561
