Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2019;375
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2018;426
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2017;406
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2016;433
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2015;159
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2014;73
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2013;62
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2021;122
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2020;84
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2019;118
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2018;149
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2017;117
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2016;153
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2015;170
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2014;196
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2013;183
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2021;25
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2020;35
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2019;22
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2018;41
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;26
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;27
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;35
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;50
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;42
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2021;97
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;49
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;96
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;108
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;91
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;126
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;135
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;146
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;141
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2021;11
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;2
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;7
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;8
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;7
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;10
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;10
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;7
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;8
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2021;17
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;7
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;21
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;18
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;20
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;9
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;18
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;12
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;8
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2021;176
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;133
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;167
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;165
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;186
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;161
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;73
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;106
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;51
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2021;147
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;99
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;121
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;117
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;135
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;114
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;54
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;70
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;33
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2021;24
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;28
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;34
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;44
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;47
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;42
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;16
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;30
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;18
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2021;5
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;6
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;12
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;4
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;4
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;5
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;3
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;6
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;0
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2021;95
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;47
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;71
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;78
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;75
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;77
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;41
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;34
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;30
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2021;26
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;8
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;9
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;23
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;27
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;33
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;35
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;18
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;10
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2021;36
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;7
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;11
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;16
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;12
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;14
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;16
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;12
Total Nacional;17 Rioja, La;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;7
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2021;735
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2020;415
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2019;664
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2018;641
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2017;525
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2016;548
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2015;594
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2014;621
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;;;2013;602
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2021;93
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;36
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;34
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;57
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;54
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;50
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;57
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;82
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;74
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2021;639
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;377
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;630
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;584
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;471
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;498
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;534
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;536
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;527
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2021;3
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;2
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;0
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;0
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;0
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;0
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;3
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;3
Total Nacional;17 Rioja, La;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2021;64
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2020;39
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2019;63
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2018;68
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2017;64
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2016;76
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2015;57
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2014;63
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;;;2013;27
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2021;58
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2020;38
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2019;60
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2018;63
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2017;60
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2016;70
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2015;54
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2014;61
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2013;26
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2021;51
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2020;34
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2019;54
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2018;58
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2017;54
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2016;55
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2015;51
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2014;58
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2013;23
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2021;6
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2020;3
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2019;4
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2018;4
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2017;6
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2016;13
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2015;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2014;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2013;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2021;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2020;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2019;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2018;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2017;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2016;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2015;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2014;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2013;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2021;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2020;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2019;2
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2018;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2017;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2016;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2015;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2014;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2013;0
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2021;6
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2020;1
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2019;3
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2018;5
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2017;4
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2016;6
Total Nacional;17 Rioja, La;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2015;3
